obsdate, fourier_raw, fourier_detrend, ls_raw, ls_detrend
/home/jchakrab/datafiles/obsgroups_corrected/15-dec-12_2.16.txt.txt, [  0.   8.  20.  24.  44.  16.  52.   4. 332. 268.], [  8.  20.  24.  44.  16.  52.   4.   0. 332. 268.], [11.66480447 10.8603352   0.40223464  1.20670391 12.46927374 10.05586592
  2.01117318  2.81564246  9.25139665  8.44692737], [11.66480447 10.8603352   0.40223464  1.20670391 12.46927374 10.05586592
  2.01117318  2.81564246  9.25139665  8.44692737]
/home/jchakrab/datafiles/obsgroups_corrected/09-aug-26_misc.txt.txt, [ 0.         22.28571429 27.42857143 29.14285714 34.28571429 15.42857143
 58.28571429 61.71428571 25.71428571 30.85714286], [22.28571429 27.42857143 29.14285714 34.28571429 15.42857143 58.28571429
 61.71428571 25.71428571 30.85714286 46.28571429], [0.85918854 0.51551313 1.20286396 0.17183771 1.54653938 1.8902148
 2.23389021 3.60859189 3.26491647 2.57756563], [0.85918854 0.51551313 1.20286396 0.17183771 1.54653938 1.8902148
 2.23389021 3.60859189 3.26491647 2.57756563]
/home/jchakrab/datafiles/obsgroups_corrected/12-aug-21_2.3.txt.txt, [ 0.          4.36363636  6.54545455  9.81818182 21.81818182 16.36363636
 28.36363636 33.81818182 46.90909091 58.90909091], [ 4.36363636  6.54545455  9.81818182 21.81818182 16.36363636 28.36363636
 33.81818182 46.90909091 58.90909091 18.54545455], [2.29438543 2.07587253 2.51289833 1.85735964 1.63884674 0.10925645
 0.32776935 2.73141123 0.54628225 1.42033384], [2.29438543 2.07587253 2.51289833 1.85735964 1.63884674 0.10925645
 0.32776935 2.73141123 0.54628225 1.42033384]
/home/jchakrab/datafiles/obsgroups_corrected/12-aug-21_misc.txt.txt, [ 0.          4.36363636 16.36363636  9.81818182  6.54545455 28.36363636
 34.90909091 21.81818182 40.36363636 22.90909091], [ 4.36363636 16.36363636  9.81818182  6.54545455 28.36363636 34.90909091
 21.81818182 40.36363636 22.90909091 46.90909091], [1.42033384 1.63884674 1.85735964 2.07587253 1.20182094 2.29438543
 0.98330804 0.76479514 0.54628225 0.10925645], [1.42033384 1.63884674 1.85735964 2.07587253 1.20182094 2.29438543
 0.98330804 0.76479514 0.54628225 0.10925645]
/home/jchakrab/datafiles/obsgroups_corrected/12-jan-27_2.03.txt.txt, [  0.   8.  10.   6.  20.  28.  44.  34. 126.  26.], [  8.  10.   6.  20.  28.  44.  34. 126.  26.  48.], [1.40389972 1.80501393 1.00278552 0.60167131 0.2005571  2.20612813
 2.60724234 5.81615599 5.41504178 6.21727019], [1.40389972 1.80501393 1.00278552 0.60167131 0.2005571  2.20612813
 2.60724234 5.81615599 5.41504178 6.21727019]
/home/jchakrab/datafiles/obsgroups_corrected/07-may-29_2.03.txt.txt, [  0.  28.  24.  30.  34.  50. 104.  60.  86.  98.], [ 28.  24.  30.  34.  50. 104.  60.  86.  98. 122.], [0.2005571  0.60167131 1.00278552 1.40389972 1.80501393 2.20612813
 4.21169916 8.62395543 4.61281337 2.60724234], [0.2005571  0.60167131 1.00278552 1.40389972 1.80501393 2.20612813
 4.21169916 8.62395543 4.61281337 2.60724234]
/home/jchakrab/datafiles/obsgroups_corrected/12-jan-27_misc.txt.txt, [ 0.          6.85714286 15.42857143 22.28571429  5.14285714 13.71428571
 24.          8.57142857 61.71428571 42.85714286], [ 6.85714286 15.42857143 22.28571429  5.14285714 13.71428571 24.
  8.57142857 61.71428571 42.85714286 51.42857143], [1.20286396 1.54653938 0.85918854 0.51551313 0.17183771 1.8902148
 2.23389021 2.57756563 4.29594272 3.9522673 ], [1.20286396 1.54653938 0.85918854 0.51551313 0.17183771 1.8902148
 2.23389021 2.57756563 4.29594272 3.9522673 ]
/home/jchakrab/datafiles/obsgroups_corrected/09-aug-23_2.23.txt.txt, [ 0.   3.6 19.2  4.8 18.  13.2 22.8 25.2 28.8 49.2], [ 3.6 19.2  4.8 18.  13.2 22.8 25.2 28.8 49.2 24. ], [0.60100167 0.360601   0.12020033 0.84140234 1.08180301 1.32220367
 2.52420701 2.76460768 1.56260434 3.00500835], [0.60100167 0.360601   0.12020033 0.84140234 1.08180301 1.32220367
 2.52420701 2.76460768 1.56260434 3.00500835]
/home/jchakrab/datafiles/obsgroups_corrected/00-oct-4_2.3.txt.txt, [ 0.  10.5 25.5 16.5 13.5 21.  40.5  9.  37.5 45. ], [10.5 25.5 16.5 13.5 21.  40.5  9.  37.5 45.  67.5], [0.45093946 0.15031315 0.75156576 1.05219207 1.35281837 1.65344468
 8.26722338 7.96659708 2.8559499  3.1565762 ], [0.45093946 0.15031315 0.75156576 1.05219207 1.35281837 1.65344468
 8.26722338 7.96659708 2.8559499  3.1565762 ]
/home/jchakrab/datafiles/obsgroups_corrected/12-aug-21_2.07.txt.txt, [ 0. 22. 20. 64. 32. 62. 38. 66. 68. 34.], [22. 20. 64. 32. 62. 38. 66. 68. 34. 40.], [0.2005571  0.60167131 1.00278552 1.40389972 1.80501393 2.20612813
 4.21169916 6.6183844  6.21727019 4.61281337], [0.2005571  0.60167131 1.00278552 1.40389972 1.80501393 2.20612813
 4.21169916 6.6183844  6.21727019 4.61281337]
/home/jchakrab/datafiles/obsgroups_corrected/07-aug-12_misc.txt.txt, [ 0. 33. 36. 39. 30. 27. 42. 45. 81. 24.], [ 33.  36.  39.  30.  27.  42.  45.  81.  24. 141.], [ 8.73640167  9.33891213 12.35146444 12.9539749   9.94142259  8.13389121
  5.72384937  5.12133891 11.74895397 18.9790795 ], [ 8.73640167  9.33891213 12.35146444 12.9539749   9.94142259  8.13389121
  5.72384937  5.12133891 11.74895397 18.9790795 ]
/home/jchakrab/datafiles/obsgroups_corrected/02-feb-11_2.3.txt.txt, [ 0.   9.6 37.2 33.6 25.2 36.  13.2 38.4 40.8 39.6], [ 9.6 37.2 33.6 25.2 36.  13.2 38.4 40.8 39.6 49.2], [2.28380634 2.04340568 0.12020033 0.360601   0.60100167 2.52420701
 1.80300501 0.84140234 6.13021703 5.88981636], [2.28380634 2.04340568 0.12020033 0.360601   0.60100167 2.52420701
 1.80300501 0.84140234 6.13021703 5.88981636]
/home/jchakrab/datafiles/obsgroups_corrected/09-sep-27_2.16.txt.txt, [ 0.  12.  16.8 38.4 40.8 36.  57.6 55.2 14.4 84. ], [12.  16.8 38.4 40.8 36.  57.6 55.2 14.4 84.  60. ], [0.24080268 0.72240803 1.20401338 1.68561873 2.16722408 2.64882943
 3.13043478 5.05685619 7.94648829 5.53846154], [0.24080268 0.72240803 1.20401338 1.68561873 2.16722408 2.64882943
 3.13043478 5.05685619 7.94648829 5.53846154]
/home/jchakrab/datafiles/obsgroups_corrected/09-jul-24_misc.txt.txt, [ 0.  19.2 14.4 45.6 43.2 67.2 21.6 48.  64.8 88.8], [19.2 14.4 45.6 43.2 67.2 21.6 48.  64.8 88.8 69.6], [0.24080268 0.72240803 1.20401338 1.68561873 2.16722408 2.64882943
 3.13043478 5.53846154 5.05685619 6.02006689], [0.24080268 0.72240803 1.20401338 1.68561873 2.16722408 2.64882943
 3.13043478 5.53846154 5.05685619 6.02006689]
/home/jchakrab/datafiles/obsgroups_corrected/06-apr-24_misc.txt.txt, [ 0.          1.33333333  4.         16.         22.66666667 18.66666667
 25.33333333  6.66666667 13.33333333 28.        ], [ 1.33333333  4.         16.         22.66666667 18.66666667 25.33333333
  6.66666667 13.33333333 28.         76.        ], [2.5380334  2.27087199 2.80519481 3.07235622 2.00371058 3.33951763
