obsid, lonstart, lonend, freq, power, fap
/home/jchakrab/fits/pipeline_nostitch/jc013024_corrected_cmap.fits, 203, 508, [0.23606557377049178 0.7081967213114753 1.180327868852459 1.6524590163934425 2.124590163934426 5.429508196721311 4.9573770491803275 2.5967213114754095 8.262295081967212 5.901639344262294 7.790163934426229 4.485245901639344 3.0688524590163926 8.734426229508196 7.3180327868852455 ], [0.7471360601436979 0.7456879779615564 0.602042721736913 0.6020374636020428 0.6012136451395286 0.5933209298577392 0.5910958100220118 0.5910286147804131 0.5763559292211092 0.5763473898659277 0.5752584100527183 0.5463884519637049 0.5463208841285551 0.5418674887701936 0.5418606203082063 ], [3.863114810722462e-57 7.401333736479124e-56 5.15722401673285e-53 5.143130839755966e-48 7.286867250982454e-40 2.0637234473851549e-35 4.665810890219032e-34 2.2206440474921943e-27 2.5303546562726793e-20 1.282613270346974e-18 3.288336004131832e-17 1.0902561292319748e-16 1.6173863451859605e-11 2.5787370440769486e-11 3.775898953825247e-06 ]
/home/jchakrab/fits/pipeline_nostitch/junk_corrected_cmap.fits, 31, 254, [0.32286995515695066 0.9686098654708519 1.6143497757847534 2.2600896860986546 2.905829596412556 3.5515695067264574 4.197309417040358 4.84304932735426 7.4260089686098665 6.780269058295964 8.071748878923767 10.654708520179373 11.300448430493274 10.008968609865471 17.112107623318384 ], [4.089070105217075 3.9927176943118754 1.025400055584319 1.0247113446255425 0.9932413618532883 0.9921855609786449 0.9386379767922375 0.9379014428712543 0.9318304667805145 0.9306574323999626 0.9305290415434642 0.9294211545883653 0.9228625063966608 0.9099570593451831 0.9099338259762253 ], [2.897438299784683e-125 1.3204367607479624e-123 2.3130654867706588e-119 1.1549287430218226e-110 4.401596909210368e-95 8.712684872214044e-71 2.049987934628046e-40 2.2721724154583025e-13 1.717465508614244e-06 0.000656124418978149 0.0016976118628451629 0.03120662592151492 0.2663018742303445 0.8699333792168058 0.9857189360289322 ]
/home/jchakrab/fits/pipeline_nostitch/jcf03350340_corrected_cmap.fits, 176, 444, [0.2686567164179105 0.8059701492537316 1.3432835820895523 1.8805970149253737 2.4179104477611943 5.641791044776119 5.1044776119402995 2.9552238805970155 6.179104477611941 8.865671641791046 8.328358208955224 11.552238805970154 12.089552238805974 11.01492537313433 9.402985074626868 ], [2.350764332620041 2.31522379508401 0.6722145263490505 0.6696889291605561 0.6031459987840968 0.5939451238129433 0.5938409107435385 0.5889315098367007 0.5666848706080307 0.5666726500382167 0.5582397028226175 0.5582323809813113 0.5576221383940214 0.5053831318580926 0.5052728988678103 ], [4.078370004424796e-50 4.2693608536333e-48 6.958203024611546e-44 3.687433505990358e-37 1.3178857186303492e-27 2.671924996729846e-23 2.9240304392454104e-17 1.0428747548679887e-15 4.772138834989158e-15 1.338768501177434e-13 2.2114132788106014e-12 8.302953558341561e-11 9.797121204057931e-08 7.393900712741454e-06 1.3276030124209574e-05 ]
/home/jchakrab/fits/pipeline_nostitch/jcf0004100050_corrected_cmap.fits, 350, 595, [0.2938775510204082 0.8816326530612246 1.469387755102041 2.0571428571428574 2.6448979591836737 6.171428571428571 3.23265306122449 5.583673469387755 9.69795918367347 6.759183673469388 9.110204081632652 3.820408163265307 10.285714285714286 12.636734693877553 8.522448979591838 ], [0.6686153890025639 0.6682190453347553 0.6664587256975575 0.6661080168552737 0.622232944481813 0.6085682841458953 0.5858865116126194 0.58581685338299 0.5790362463208675 0.553331218141458 0.5518091175226443 0.5307349106662561 0.5306454827792346 0.5286407109422383 0.46100732156925167 ], [3.8411213578908695e-48 2.7983446076895636e-46 1.8127347839846318e-42 1.515509935444823e-36 2.814834923873916e-28 1.5887418400844896e-18 1.6035869409832812e-17 3.991922217232177e-13 1.190193893996262e-12 3.7656929938245494e-12 2.8605791023300287e-11 9.983095710742037e-06 1.0932996738424063e-05 0.00010621936179099408 0.004717710736031061 ]
/home/jchakrab/fits/pipeline_nostitch/j0433_corrected_cmap.fits, 465, 707, [0.29752066115702475 0.8925619834710744 1.4876033057851237 2.0826446280991733 2.6776859504132227 3.2727272727272725 3.8677685950413223 9.223140495867767 9.818181818181817 6.247933884297519 6.84297520661157 12.793388429752065 15.768595041322312 12.198347107438014 8.628099173553718 ], [143.93398218488596 0.8088318765139845 0.8084380968071566 0.7998601400116166 0.7997454802608484 0.7419363925147363 0.7302577132005355 0.7125750699311388 0.7124636529896606 0.7044315140023436 0.6884420312538119 0.6877691789530571 0.6613551566709495 0.6612874646249177 0.6588378229086232 ], [2.964557544796538e-67 5.82877311987896e-65 3.18417913070743e-60 8.583226376514051e-53 1.8590746861627314e-42 2.1485758474936055e-29 1.1645328130056796e-14 9.379159050955557e-09 3.0888473693436036e-08 1.4217987772006085e-06 8.234159208089288e-05 8.339610158511568e-05 0.00018893013939424335 0.001658319476021613 0.001809077066934243 ]
/home/jchakrab/fits/pipeline_nostitch/jcf05350544_corrected_cmap.fits, 268, 622, [0.23376623376623376 0.7012987012987013 1.1688311688311688 1.6363636363636365 5.376623376623376 2.103896103896104 4.909090909090909 2.5714285714285716 5.8441558441558445 4.441558441558442 3.0389610389610393 8.181818181818182 8.64935064935065 7.714285714285714 6.311688311688312 ], [0.7532342269949355 0.7487034446383752 0.6024423316537165 0.6022755258769372 0.5996888766614246 0.5945787268028695 0.5945033468430808 0.5934353693893425 0.5794443848253212 0.579430871133838 0.578312786355653 0.5529860902503648 0.5528424275651191 0.5482136284125692 0.5482134004163235 ], [1.76465894541695e-57 1.8664022702036296e-56 4.832578902495674e-54 1.9543753765661656e-49 7.949908611807765e-43 2.062084232624491e-41 2.6479809742235083e-36 3.683601520905101e-29 1.7046030222732403e-27 4.0797464135847163e-16 3.384506321740605e-14 3.4798443701464535e-13 1.0757980141330224e-09 4.0852182387791125e-08 6.367167046757013e-07 ]
/home/jchakrab/fits/pipeline_nostitch/starcal_jf245246_corrected_cmap.fits, 379, 680, [1.6744186046511629 1.196013289036545 0.7176079734219271 0.23920265780730898 2.1528239202657806 2.6312292358803986 3.109634551495017 3.588039867109635 5.501661129568107 5.023255813953488 5.980066445182725 4.54485049833887 4.0664451827242525 13.156146179401993 13.634551495016613 ], [0.9992493218566446 0.9872360634394842 0.8878400687843613 0.8877744853071062 0.8787372156501319 0.8781654169688415 0.8733962221020798 0.873383262050143 0.8728148400505276 0.8728021103087296 0.8723819582861164 0.8723178735160286 0.8706695201898824 0.8703043286521748 0.8629667689554487 ], [5.350701864777976e-130 5.766089911493868e-130 2.1488921791221957e-125 1.977112054215273e-122 1.2718228463199109e-110 4.268243393989537e-70 4.2664319660585854e-35 1.0655198977425565e-14 1.1626715396985205e-09 6.395852982513174e-09 1.4874558831210705e-05 0.00036660073735743 0.00047348086291914524 0.19015289008259387 0.3171928732810695 ]
/home/jchakrab/fits/pipeline_nostitch/ncal190_corrected_cmap.fits, 478, 706, [0.3157894736842105 0.9473684210526315 1.5789473684210524 2.2105263157894735 2.8421052631578947 3.473684210526315 4.105263157894736 4.736842105263157 7.263157894736841 19.894736842105264 12.94736842105263 6.6315789473684195 13.578947368421051 7.894736842105262 19.263157894736842 ], [4.643781086660756 4.450332719816059 0.8564853792021103 0.8562413416496475 0.8367092241844543 0.8361267894776689 0.7839443719059309 0.7779374752014359 0.7712051565687712 0.771122390025948 0.7652080099118492 0.7651917562822366 0.7641358090062785 0.7403136829969402 0.7402716579378718 ], [7.629799827329848e-72 1.6622011503635956e-70 1.4548090206547014e-67 1.8912440971906191e-62 2.886832526019856e-54 8.262068184578548e-42 1.065016900579129e-24 2.640663040823759e-07 1.5954434238498963e-05 0.00019552510693548553 0.00033070945628405556 0.0009154678194549644 0.0016466239288209959 0.006185464623250137 0.007557274976429596 ]
/home/jchakrab/fits/pipeline_nostitch/jcflat025030_corrected_cmap.fits, 183, 421, [0.3025210084033613 0.9075630252100841 1.5126050420168067 2.1176470588235294 2.722689075630252 3.327731092436975 3.932773109243698 6.352941176470588 9.983193277310924 9.378151260504202 6.957983193277311 5.7478991596638656 10.588235294117649 8.77310924369748 13.008403361344536 ], [13.540642268141365 13.019639691738199 0.7733398397862477 0.772737646589426 0.7684178155568956 0.767941765164942 0.7173521921006633 0.7049802729309794 0.6854061950018423 0.6852917494276414 0.6780067971912873 0.6582418520033052 0.6574530748309134 0.6335991043522485 0.633530642703786 ], [1.8786159311295957e-61 2.8589078953762864e-59 8.169960969052502e-55 6.369732290846532e-48 2.0005560253657788e-38 2.992244107789569e-26 3.5028289514434485e-12 8.634431955466805e-10 3.903897477422546e-09 1.0980824265568474e-08 2.857907649700538e-07 5.33731063028726e-05 0.0010729554050137116 0.009657818369615653 0.03834841277724727 ]
/home/jchakrab/fits/pipeline_nostitch/jcf0085700866_corrected_cmap.fits, 180, 406, [2.230088495575221 1.592920353982301 0.9557522123893805 0.3185840707964602 2.8672566371681416 3.504424778761062 4.1415929203539825 4.778761061946903 5.4159292035398225 20.07079646017699 19.43362831858407 23.25663716814159 20.707964601769913 10.513274336283187 22.61946902654867 ], [4.348637747463433 3.2553009421649346 0.9188618897767232 0.9121505202390932 0.8792552832204472 0.8771002395990458 0.8550280562192029 0.8532849961490843 0.8355759467626092 0.8337820873278436 0.8318144016111155 0.8317134916110676 0.8282333511475066 0.828128107981091 0.8258275386557404 ], [1.3142472846711384e-81 2.513178889375491e-81 1.5362643218948843e-80 5.047242306345504e-80 3.914088734831351e-79 7.325653556264585e-69 3.7055813406186786e-47 3.909896732999046e-21 0.003498238809208235 0.06935243525862585 0.2846257135722967 0.4135407548529076 0.5175346908116443 0.5387653619911118 0.741227589265523 ]
/home/jchakrab/fits/pipeline_nostitch/starcal_jcf085089_corrected_cmap.fits, 451, 711, [0.27692307692307694 0.8307692307692307 1.3846153846153846 1.9384615384615385 5.815384615384615 5.2615384615384615 2.4923076923076923 6.369230769230769 11.907692307692308 8.584615384615384 9.138461538461538 3.046153846153846 14.676923076923076 11.353846153846154 15.23076923076923 ], [0.49093219333786725 0.4890580622584103 0.4840440816740918 0.48378096780608465 0.44948118582421537 0.437281699355812 0.417188741737441 0.4171327901235358 0.41135380676856137 0.38863388653970277 0.38596949964187593 0.3760680846722616 0.37567687222083906 0.3698260211221785 0.3697584233392872 ], [2.498139013929572e-30 4.119251844303318e-29 1.3044669248294503e-26 1.124249884132507e-22 2.1981990814692327e-22 1.9771127898507037e-19 5.034140335645267e-17 4.3264975366823606e-13 1.0011660152140425e-11 1.3017785294584935e-10 5.53896309019747e-10 2.297834068684521e-09 7.056350657607254e-09 2.5072950585054143e-08 3.225203018557921e-08 ]
/home/jchakrab/fits/pipeline_nostitch/jcf0058300587_corrected_cmap.fits, 168, 393, [0.32 0.9600000000000001 1.6 2.24 2.8800000000000003 3.5200000000000005 6.72 6.080000000000001 4.16 9.920000000000002 10.56 7.36 19.520000000000003 23.36 20.16 ], [2.7958957345645707 2.5780216443390627 0.6699319756509059 0.6683066871454728 0.665148557200119 0.6647246777265065 0.6428002249957518 0.6310898240416247 0.6092074444305 0.6091611890293234 0.6045968882965512 0.5746231779504287 0.5723024087319492 0.5569672334058491 0.5569144154467134 ], [1.1625641759176832e-46 4.135002072331035e-45 8.921233981066567e-42 3.7756810435726624e-36 1.4875708820668144e-27 2.5359927455398446e-16 3.120639009855635e-08 7.589941097171115e-06 9.722447095011895e-06 1.2591812941639864e-05 0.00010777412411074108 0.0002891646951906029 0.0035789009956792204 0.008109403338134782 0.017030433246256815 ]
/home/jchakrab/fits/pipeline_nostitch/jcf01050108_corrected_cmap.fits, 260, 512, [8.857142857142858 0.28571428571428575 0.8571428571428572 9.428571428571429 1.4285714285714286 2.0 8.285714285714286 5.428571428571429 6.0 2.5714285714285716 12.285714285714286 10.000000000000002 11.714285714285714 12.857142857142858 15.142857142857144 ], [3.9388140251394432 0.4354878008623251 0.40444665469232477 0.3898597565888654 0.38973797486868245 0.38793616210124576 0.38241941605299495 0.3823946441246426 0.38174836940904594 0.3657873235632296 0.36350814225348105 0.35153116841232723 0.3485076751424409 0.34322055128692547 0.34010711112377956 ], [4.4949150037501646e-23 1.6376720266289625e-21 1.640353814603513e-20 1.6239488683080266e-19 1.761550133060869e-18 2.1805906765211065e-15 2.0574260251546715e-13 5.950954404769394e-13 9.056243491613744e-13 3.120091412548636e-11 5.1757470746063725e-11 2.3891128380958695e-07 4.425135579529677e-07 6.105166722848226e-07 6.779382551815017e-07 ]
/home/jchakrab/fits/pipeline_nostitch/jcflat091102_corrected_cmap.fits, 367, 652, [5.3052631578947365 0.25263157894736843 0.7578947368421052 4.8 1.263157894736842 8.336842105263157 1.7684210526315787 7.831578947368421 5.810526315789473 2.2736842105263158 8.842105263157894 11.36842105263158 2.7789473684210524 4.294736842105263 10.863157894736844 ], [24.449423247054167 22.31459718081001 0.4751740547880393 0.46775695627423874 0.42200126296870294 0.42198311861293486 0.42065844418449194 0.4206530153705861 0.42055194382652356 0.4084462087712139 0.40128884134267057 0.40111837785320126 0.39676365374728134 0.38096460421470507 0.3807451372607145 ], [2.1804899606866918e-30 3.966024150274537e-29 6.160341832625117e-28 3.2118645660506917e-26 1.6762066813806391e-25 1.0430139406261099e-23 9.322312267412314e-22 1.6908999433964935e-19 3.378533672167863e-19 1.123420175716879e-16 1.05208145271829e-13 9.106814395656748e-11 3.147287699959531e-10 5.287632285805092e-10 1.0772064196134718e-09 ]
/home/jchakrab/fits/pipeline_nostitch/calf_jcf045048_corrected_cmap.fits, 311, 533, [0.32432432432432434 0.972972972972973 1.6216216216216215 2.27027027027027 2.918918918918919 3.5675675675675675 4.216216216216217 4.864864864864865 10.702702702702704 11.351351351351353 10.054054054054054 7.45945945945946 5.513513513513513 6.810810810810811 12.0 ], [3.6077826118464618 3.5626093973592803 0.9667794233657293 0.9664003313651699 0.9353231135362561 0.9352269585765701 0.8890119078449221 0.8875948973150006 0.8799290919635865 0.8798184245390274 0.8790013480257751 0.8775212951392714 0.8727860037497782 0.8621844316583582 0.8620903273642934 ], [2.0695997134507667e-97 7.828642245243673e-97 4.971060716320601e-95 2.009232526058768e-90 2.4191846752586004e-80 1.8406731710367912e-62 1.47472493434593e-38 5.647347977676158e-15 1.8781012705792344e-06 0.0001891038240940874 0.0002662411963567471 0.25748323771176074 0.7044134175710972 0.8755920400672231 0.915088505678381 ]
/home/jchakrab/fits/pipeline_nostitch/jc425444_corrected_cmap.fits, 223, 484, [0.27586206896551724 0.8275862068965518 1.3793103448275863 1.9310344827586208 2.4827586206896552 3.03448275862069 3.5862068965517246 11.862068965517244 11.310344827586208 12.413793103448278 8.551724137931034 9.103448275862071 5.793103448275863 6.344827586206897 4.137931034482759 ], [0.8753373125328903 0.8742809621017363 0.8523562003944838 0.851301284201249 0.7607547966640972 0.7522602180247577 0.7444499430285455 0.7442894454228319 0.7370227661159899 0.7369795519802409 0.7330456700707582 0.7012859380330961 0.7012263276128767 0.6977417328870719 0.6575637223577049 ], [4.964014100767761e-77 4.447023889422654e-75 6.720007750936772e-71 5.9576080461716434e-64 1.6893701052078187e-53 5.772633981563692e-39 3.9434491077188366e-21 2.3536387063970583e-12 5.346249677716138e-09 1.3311525214004128e-07 7.723768949502289e-07 3.8828367367542165e-06 6.197281870831575e-06 1.49944172346444e-05 0.00011575062673416567 ]
/home/jchakrab/fits/pipeline_nostitch/jcf04730475_corrected_cmap.fits, 149, 403, [0.2834645669291339 0.8503937007874017 1.4173228346456694 1.9842519685039375 5.952755905511811 6.519685039370079 2.551181102362205 5.385826771653544 3.1181102362204727 7.086614173228347 12.18897637795276 12.755905511811026 11.622047244094489 3.6850393700787407 4.818897637795276 ], [0.6497781513524821 0.6493851641825699 0.6490245116405352 0.6465878653262602 0.5952348020635945 0.581238461601303 0.5586424702925462 0.5584588163470028 0.5508779436322863 0.5255643073019176 0.5241820220868547 0.5014317083007128 0.5013394023067896 0.4991171018178894 0.47363326702999303 ], [2.8721273827991654e-46 2.0224263821972669e-44 1.2856562970650282e-40 1.0786179533025993e-34 1.2159883651953706e-30 1.3531251835515602e-26 1.5216676122751476e-26 4.1227524175111875e-19 2.321260993471649e-16 3.988215145859957e-12 4.197600242608664e-09 7.873097531012219e-07 1.1125013005719827e-05 2.329650627154373e-05 0.00240156400028583 ]
/home/jchakrab/fits/pipeline_nostitch/jcf139148_corrected_cmap.fits, 5, 251, [0.29268292682926833 0.878048780487805 1.4634146341463417 2.0487804878048785 2.634146341463415 9.073170731707318 3.2195121951219514 8.487804878048781 9.658536585365855 3.804878048780488 15.51219512195122 12.585365853658539 12.000000000000002 14.926829268292684 7.902439024390245 ], [0.5818058827583236 0.5813067232321254 0.5802083761545669 0.5799459166686043 0.5369894790614202 0.5261839762807929 0.509004652326029 0.5089494570937031 0.5028207448480064 0.4846092518240275 0.48460788762361395 0.4648286487724709 0.46479688148452575 0.462951082877447 0.411202858151417 ], [1.2032732239811322e-37 1.964472119034817e-36 6.654754196666111e-34 7.508459930200833e-30 5.347999322535433e-24 9.551152839492907e-20 3.1313594281223754e-16 3.252599640990989e-14 3.745127828451742e-14 2.7385985005201796e-07 7.161887092329567e-06 2.887678232166738e-05 0.00028338555680162915 0.0005131784083607555 0.0008635005720524438 ]
/home/jchakrab/fits/pipeline_nostitch/wdec7-50Mj852-871_corrected_cmap.fits, 473, 677, [2.4705882352941178 1.7647058823529411 1.058823529411765 0.35294117647058826 3.176470588235294 3.882352941176471 4.588235294117648 5.294117647058824 8.823529411764707 8.11764705882353 9.529411764705882 7.411764705882353 6.000000000000001 15.176470588235295 15.882352941176473 ], [2.2683746057296523 2.1465995087525176 1.0324484394384768 1.0321074434856106 0.9965528552557028 0.9950848286881534 0.983978159622581 0.9821923404168477 0.9628946193677878 0.9628070944497693 0.9609826907091767 0.9609601609658487 0.9591142821079816 0.9586052837336326 0.9580588208156838 ], [1.5080840820004659e-136 1.1181729869946496e-134 1.6011085609048272e-129 2.148293571031666e-126 2.8078292410565393e-122 7.091268751640012e-89 1.9375519047656876e-51 7.152490029271637e-20 2.0365419063355484e-07 2.3404285651423996e-07 0.01073340700102227 0.012896980201897364 0.12864959841889478 0.999999534600566 0.9999999736417663 ]
/home/jchakrab/fits/pipeline_nostitch/jcf01290135_corrected_cmap.fits, 287, 542, [0.2823529411764706 0.8470588235294116 1.4117647058823528 1.9764705882352938 2.541176470588235 3.105882352941176 5.929411764705883 6.4941176470588236 12.141176470588235 5.364705882352941 12.705882352941176 9.31764705882353 3.670588235294117 8.75294117647059 11.576470588235294 ], [0.7126530964243886 0.7119328672638465 0.7069486327086563 0.7054728507660423 0.6437479538700142 0.6320377932506372 0.6149198577245116 0.6147920143180867 0.606463028486107 0.5915850843820819 0.590237836751185 0.56464014875719 0.5646364259058875 0.5620968902409025 0.5052981076592715 ], [1.9736169778499358e-53 1.150944425025602e-51 5.358711363065829e-48 3.6142823362409866e-42 8.276637953638718e-34 1.6645007540723295e-22 1.5245037825514603e-20 1.1044922374075081e-15 2.8038329939667034e-13 7.493727701780718e-13 1.074659372098033e-12 1.5032109219371463e-11 3.4708796548404295e-09 6.916797292911843e-09 3.4325769602865735e-06 ]
