id, fft, fftpower, ls, lspower

/home/jchakrab/fits/pipeline_nostitch/jcf0058300587_corrected_cmap.fits [0.0 70.08849557522124 89.20353982300885 79.64601769911505 66.90265486725664 82.83185840707965 63.716814159292035 86.01769911504425 194.3362831858407 197.52212389380531 ], [1.6965559 0.12771612 0.0884154 0.07118879 0.059505474 0.04511687 0.041057143 0.037717823 0.0252037 0.018001081 ], [0.32 0.9600000000000001 1.6 2.24 2.8800000000000003 3.5200000000000005 6.72 6.080000000000001 4.16 9.920000000000002 ], [2.7958957345645707 2.5780216443390627 0.6699319756509059 0.6683066871454728 0.665148557200119 0.6647246777265065 0.6428002249957518 0.6310898240416247 0.6092074444305 0.6091611890293234 ]
/home/jchakrab/fits/pipeline_nostitch/jcf01050108_corrected_cmap.fits [0.0 19.92094861660079 22.766798418972332 48.3794466403162 45.533596837944664 51.22529644268775 79.68379446640316 42.687747035573125 17.07509881422925 39.84189723320158 ], [1.4283204 0.1229387 0.11083068 0.09405988 0.06624855 0.039344095 0.031790234 0.024178574 0.02216979 0.019142019 ], [8.857142857142858 0.28571428571428575 0.8571428571428572 9.428571428571429 1.4285714285714286 2.0 8.285714285714286 5.428571428571429 6.0 2.5714285714285716 ], [3.9388140251394432 0.4354878008623251 0.40444665469232477 0.3898597565888654 0.38973797486868245 0.38793616210124576 0.38241941605299495 0.3823946441246426 0.38174836940904594 0.3657873235632296 ]
/home/jchakrab/fits/pipeline_nostitch/jcflat091102_corrected_cmap.fits [0.0 15.104895104895105 47.83216783216783 17.622377622377623 12.587412587412587 30.20979020979021 50.34965034965035 45.31468531468531 27.692307692307693 80.55944055944056 ], [1.3716158 0.15254125 0.11468151 0.11058528 0.03714744 0.03624556 0.034911692 0.023578696 0.020874575 0.015661787 ], [5.3052631578947365 0.25263157894736843 0.7578947368421052 4.8 1.263157894736842 8.336842105263157 1.7684210526315787 7.831578947368421 5.810526315789473 2.2736842105263158 ], [24.449423247054167 22.31459718081001 0.4751740547880393 0.46775695627423874 0.42200126296870294 0.42198311861293486 0.42065844418449194 0.4206530153705861 0.42055194382652356 0.4084462087712139 ]
/home/jchakrab/fits/pipeline_nostitch/calf_jcf045048_corrected_cmap.fits [0.0 151.74887892376682 158.20627802690584 12.914798206278027 145.2914798206278 129.14798206278027 148.5201793721973 142.0627802690583 177.57847533632287 154.97757847533632 ], [1.5423975 0.16294579 0.054704655 0.03096245 0.026732849 0.020270787 0.015512156 0.0147813335 0.013651917 0.011206696 ], [0.32432432432432434 0.972972972972973 1.6216216216216215 2.27027027027027 2.918918918918919 3.5675675675675675 4.216216216216217 4.864864864864865 10.702702702702704 11.351351351351353 ], [3.6077826118464618 3.5626093973592803 0.9667794233657293 0.9664003313651699 0.9353231135362561 0.9352269585765701 0.8890119078449221 0.8875948973150006 0.8799290919635865 0.8798184245390274 ]
/home/jchakrab/fits/pipeline_nostitch/jc425444_corrected_cmap.fits [0.0 21.984732824427482 24.732824427480917 19.236641221374047 27.480916030534353 74.19847328244275 76.94656488549619 30.229007633587788 71.45038167938932 79.69465648854963 ], [1.5912148 0.21440287 0.09835871 0.0981572 0.0914249 0.034761734 0.024286592 0.022525657 0.018179528 0.013464806 ], [0.27586206896551724 0.8275862068965518 1.3793103448275863 1.9310344827586208 2.4827586206896552 3.03448275862069 3.5862068965517246 11.862068965517244 11.310344827586208 12.413793103448278 ], [0.8753373125328903 0.8742809621017363 0.8523562003944838 0.851301284201249 0.7607547966640972 0.7522602180247577 0.7444499430285455 0.7442894454228319 0.7370227661159899 0.7369795519802409 ]
/home/jchakrab/fits/pipeline_nostitch/jcf04730475_corrected_cmap.fits [0.0 48.0 50.82352941176471 45.1764705882353 53.64705882352941 73.41176470588236 76.23529411764706 56.47058823529412 79.05882352941177 70.58823529411765 ], [1.6217226 0.16294503 0.1535184 0.07495648 0.05663791 0.044759452 0.0297665 0.023057928 0.021895085 0.019327551 ], [0.2834645669291339 0.8503937007874017 1.4173228346456694 1.9842519685039375 5.952755905511811 6.519685039370079 2.551181102362205 5.385826771653544 3.1181102362204727 7.086614173228347 ], [0.6497781513524821 0.6493851641825699 0.6490245116405352 0.6465878653262602 0.5952348020635945 0.581238461601303 0.5586424702925462 0.5584588163470028 0.5508779436322863 0.5255643073019176 ]
/home/jchakrab/fits/pipeline_nostitch/jcf139148_corrected_cmap.fits [0.0 37.89473684210526 43.7246963562753 34.97975708502024 40.80971659919028 49.554655870445345 46.63967611336032 32.064777327935225 274.0080971659919 262.3481781376518 ], [1.5355895 0.13235685 0.12623757 0.07019333 0.061048016 0.058631297 0.035497747 0.024123011 0.014787443 0.013481907 ], [0.29268292682926833 0.878048780487805 1.4634146341463417 2.0487804878048785 2.634146341463415 9.073170731707318 3.2195121951219514 8.487804878048781 9.658536585365855 3.804878048780488 ], [0.5818058827583236 0.5813067232321254 0.5802083761545669 0.5799459166686043 0.5369894790614202 0.5261839762807929 0.509004652326029 0.5089494570937031 0.5028207448480064 0.4846092518240275 ]
/home/jchakrab/fits/pipeline_nostitch/wdec7-50Mj852-871_corrected_cmap.fits [0.0 10.536585365853659 87.8048780487805 80.78048780487805 115.90243902439025 94.82926829268293 45.65853658536585 175.609756097561 168.58536585365854 119.41463414634147 ], [1.4338049 0.27780673 0.06365852 0.027186375 0.024717538 0.022265412 0.015082294 0.009157067 0.00879371 0.008381363 ], [2.4705882352941178 1.7647058823529411 1.058823529411765 0.35294117647058826 3.176470588235294 3.882352941176471 4.588235294117648 5.294117647058824 8.823529411764707 8.11764705882353 ], [2.2683746057296523 2.1465995087525176 1.0324484394384768 1.0321074434856106 0.9965528552557028 0.9950848286881534 0.983978159622581 0.9821923404168477 0.9628946193677878 0.9628070944497693 ]
/home/jchakrab/fits/pipeline_nostitch/jcf01290135_corrected_cmap.fits [0.0 19.6875 14.0625 30.9375 25.3125 28.125 22.5 53.4375 50.625 56.25 ], [1.5482923 0.1848909 0.15624167 0.09818794 0.07587944 0.036012363 0.019537583 0.019261442 0.018651236 0.017604064 ], [0.2823529411764706 0.8470588235294116 1.4117647058823528 1.9764705882352938 2.541176470588235 3.105882352941176 5.929411764705883 6.4941176470588236 12.141176470588235 5.364705882352941 ], [0.7126530964243886 0.7119328672638465 0.7069486327086563 0.7054728507660423 0.6437479538700142 0.6320377932506372 0.6149198577245116 0.6147920143180867 0.606463028486107 0.5915850843820819 ]
/home/jchakrab/fits/pipeline_nostitch/jcflat145162_corrected_cmap.fits [0.0 250.30042918454933 244.12017167381973 120.51502145922746 117.42489270386265 114.33476394849785 197.76824034334763 123.60515021459227 111.24463519313304 262.6609442060086 ], [1.6326337 0.13881691 0.07917379 0.07581647 0.04593173 0.041264698 0.03488254 0.03342572 0.024680207 0.022528354 ], [0.31034482758620685 0.9310344827586207 1.5517241379310343 2.172413793103448 2.7931034482758617 3.4137931034482754 4.0344827586206895 10.241379310344827 9.620689655172413 6.517241379310344 ], [5.8889563402842215 5.123830902129642 0.7275344053642123 0.7254849246445371 0.7229479965182828 0.7223507000629802 0.6799869338151585 0.6685582478118021 0.650080956472306 0.6500766119494689 ]
/home/jchakrab/fits/pipeline_nostitch/jcf01210123_corrected_cmap.fits [0.0 34.79553903345725 37.47211895910781 40.14869888475837 32.118959107806695 16.059479553903348 80.29739776951673 77.62081784386618 82.97397769516729 74.94423791821562 ], [1.6434648 0.15805045 0.1525641 0.118392065 0.09281315 0.038382165 0.029907364 0.023727229 0.019998869 0.016540095 ], [0.2686567164179105 0.8059701492537316 1.3432835820895523 1.8805970149253737 2.4179104477611943 5.641791044776119 5.1044776119402995 11.552238805970154 2.9552238805970155 8.328358208955224 ], [2.1716700844035555 2.1605285538702397 0.6393187970902156 0.6374746288312063 0.5769200514384212 0.567444977171882 0.567421234942128 0.5628629035860812 0.5401036051092392 0.5400946842159653 ]
/home/jchakrab/fits/pipeline_nostitch/jcf0061200621_corrected_cmap.fits [0.0 20.37735849056604 156.22641509433964 159.62264150943398 281.8867924528302 241.13207547169813 312.4528301886793 237.7358490566038 356.6037735849057 353.20754716981133 ], [1.3673 0.11784025 0.09077137 0.08348876 0.069084525 0.04865959 0.01965645 0.011028743 0.010649296 0.009546766 ], [17.40284360189574 18.08530805687204 16.720379146919434 14.672985781990525 16.03791469194313 15.355450236966828 13.990521327014221 18.767772511848346 0.3412322274881517 1.023696682464455 ], [0.40319654663831 0.40239846475528074 0.39684439457550263 0.39673788951850497 0.3962708014775264 0.37791741552742375 0.37703559209189896 0.3719961875124311 0.37189045616309263 0.37146469003996424 ]
/home/jchakrab/fits/pipeline_nostitch/starcal_jcf081084_corrected_cmap.fits [0.0 21.25461254612546 18.59778597785978 15.940959409594097 23.911439114391143 45.16605166051661 47.82287822878229 50.47970479704797 42.50922509225092 74.39114391143912 ], [1.399684 0.14954682 0.10540545 0.10363257 0.06907395 0.03006157 0.028387437 0.028323656 0.02249619 0.019985802 ], [5.599999999999999 0.26666666666666666 5.066666666666666 0.7999999999999999 1.333333333333333 1.8666666666666665 8.799999999999999 8.266666666666666 6.133333333333333 11.466666666666667 ], [1.5909718892805764 1.5610993440034813 0.4283345394606636 0.42615612574017137 0.398484594118141 0.39842785337371056 0.39725606613383885 0.39725000255347415 0.3971642558020967 0.3881884651457234 ]
/home/jchakrab/fits/pipeline_nostitch/jcf01090112_corrected_cmap.fits [0.0 24.303797468354432 39.493670886075954 42.53164556962025 48.607594936708864 30.37974683544304 78.98734177215191 54.683544303797476 72.9113924050633 139.74683544303798 ], [1.5033741 0.13572818 0.101207174 0.084213 0.06878896 0.06393146 0.051120065 0.03995774 0.024573868 0.015990138 ], [0.3050847457627119 0.9152542372881356 1.5254237288135595 2.135593220338983 2.745762711864407 3.3559322033898304 9.457627118644067 16.16949152542373 10.067796610169493 22.88135593220339 ], [6.445751108704987 6.380534770279606 0.5857029814692579 0.5855257334632694 0.5849600047195209 0.5841980830584003 0.5514270873610903 0.5414104306659844 0.5243006828117155 0.5242064353028899 ]
/home/jchakrab/fits/pipeline_nostitch/jcflat123128_corrected_cmap.fits [0.0 32.3265306122449 70.53061224489797 73.46938775510205 64.6530612244898 67.59183673469389 61.714285714285715 29.387755102040817 76.40816326530613 35.26530612244898 ], [1.6614614 0.15927136 0.12433089 0.09587235 0.066694304 0.044206604 0.04056051 0.022538377 0.021941075 0.013933697 ], [0.29508196721311475 0.8852459016393444 1.4754098360655739 2.0655737704918034 2.655737704918033 3.2459016393442623 6.196721311475409 9.737704918032787 5.606557377049181 9.147540983606557 ], [0.6823748333079525 0.6822097838633907 0.6818236560928935 0.6816246186386602 0.633730978041921 0.6204384158729938 0.5989488046548483 0.5988909475971127 0.5918934237321474 0.5685261224177338 ]
/home/jchakrab/fits/pipeline_nostitch/jcf03970400_corrected_cmap.fits [0.0 13.8996138996139 27.7992277992278 25.019305019305023 30.579150579150582 19.45945945945946 58.378378378378386 63.93822393822394 61.158301158301164 33.35907335907336 ], [1.5046961 0.16468956 0.15634905 0.09481747 0.088512 0.031413306 0.030824084 0.01816019 0.017632125 0.014608151 ], [0.27906976744186046 0.8372093023255813 1.3953488372093024 1.9534883720930232 2.511627906976744 8.651162790697676 9.209302325581396 3.0697674418604652 12.0 12.55813953488372 ], [0.5808412672808986 0.5802865018488716 0.5725010650413489 0.5722560499991023 0.5179579644581818 0.5094902780812973 0.4983327820585617 0.49823041927900746 0.4911608243415141 0.48533742378198164 ]
/home/jchakrab/fits/pipeline_nostitch/jcf0065900667_corrected_cmap.fits [0.0 13.211009174311927 9.908256880733946 23.119266055045873 115.59633027522936 208.07339449541286 204.77064220183487 237.7981651376147 165.1376146788991 244.40366972477065 ], [1.357472 0.1090856 0.0975101 0.09383493 0.087953836 0.08780712 0.036014445 0.03030193 0.019347185 0.01529479 ], [7.631336405529954 8.294930875576036 6.96774193548387 8.95852534562212 9.622119815668203 0.3317972350230414 0.9953917050691243 1.6589861751152073 16.258064516129032 16.921658986175114 ], [0.6054607188874949 0.5522587524441276 0.39788903735789205 0.3974729423057171 0.3908737413487544 0.3908182237196361 0.3902437638025091 0.3895029362723056 0.3887228628643277 0.3824672614194451 ]
/home/jchakrab/fits/pipeline_nostitch/wdec7-50Mj109-128_corrected_cmap.fits [0.0 155.9447004608295 301.93548387096774 291.9815668202765 298.6175115207373 305.2534562211981 285.34562211981563 308.57142857142856 282.02764976958525 311.889400921659 ], [1.58634 0.12712705 0.08987208 0.07290916 0.039163057 0.034135804 0.02262832 0.0091033215 0.008405042 0.008226079 ], [6.333333333333332 6.999999999999999 0.33333333333333326 0.9999999999999997 10.999999999999998 1.6666666666666665 10.33333333333333 2.3333333333333326 7.666666666666666 5.666666666666666 ], [1.0040710543066964 0.9173409472757008 0.47314141589947684 0.4729092163552126 0.4652858318208461 0.4652572484811327 0.4645933725821209 0.4575109079183362 0.45701286879217673 0.45014716186463477 ]
/home/jchakrab/fits/pipeline_nostitch/jc029036_corrected_cmap.fits [0.0 59.22077922077922 43.63636363636364 286.75324675324674 49.87012987012987 140.25974025974025 149.61038961038963 196.36363636363637 240.0 202.5974025974026 ], [1.5516883 0.14235868 0.08477936 0.04393569 0.038464624 0.028572885 0.026251443 0.021153508 0.020855833 0.020293763 ], [0.3130434782608696 0.9391304347826087 1.565217391304348 2.191304347826087 2.8173913043478263 3.4434782608695658 4.069565217391304 6.573913043478261 7.2 5.947826086956522 ], [5.30869724465194 4.842271655841802 0.8094342802804444 0.8089927933279054 0.7992856074905549 0.7982379020931732 0.7509355010000005 0.7411822822980367 0.7262679069350417 0.7261985515622802 ]
