,date,fft_power
466,2017-01-22,0.01637539
467,2017-01-22,0.01555193
468,2017-01-22,0.01489353
469,2017-01-22,0.01086776
470,2010-09-30,0.01129718
471,2010-09-30,0.01064466
472,2010-09-30,0.00480334
473,2010-09-30,0.00325597
474,2010-09-30,0.0031683
475,2010-09-30,0.00239254
476,2010-09-30,0.00145987
477,2010-09-30,0.00131601
478,2010-09-30,0.00096725
479,2010-09-30,0.00074281
480,2010-06-30,0.01672574
481,2010-06-30,0.00749743
482,2010-06-30,0.00714588
483,2010-06-30,0.00410908
484,2010-06-30,0.0038563
485,2010-06-30,0.00375904
486,2010-06-30,0.00375794
487,2010-06-30,0.00257693
488,2010-06-30,0.00232475
489,2010-06-30,0.00221581
490,2019-01-16,0.01455708
491,2019-01-16,0.00102351
492,2019-01-16,0.00055941
493,2019-01-16,0.00049377
494,2019-01-16,0.00044951
495,2019-01-16,0.00041178
496,2019-01-16,0.00040623
497,2019-01-16,0.00040225
498,2019-01-16,0.00038137
499,2019-01-16,0.00037883
500,2000-10-04,0.02707022
501,2000-10-04,0.02251698
502,2000-10-04,0.02072232
503,2000-10-04,0.01792761
504,2000-10-04,0.01573642
505,2000-10-04,0.01562408
506,2000-10-04,0.01524379
507,2000-10-04,0.01376987
508,2000-10-04,0.01354533
509,2000-10-04,0.01177539
510,2009-09-27,0.16280224
511,2009-09-27,0.07776749
512,2009-09-27,0.02740879
513,2009-09-27,0.01408713
514,2009-09-27,0.01345434
515,2009-09-27,0.00988965
516,2009-09-27,0.00841242
517,2009-09-27,0.00679228
518,2009-09-27,0.00643208
519,2009-09-27,0.00598279
520,2007-02-24,0.07970647
521,2007-02-24,0.05484371
522,2007-02-24,0.02754826
523,2007-02-24,0.02519886
524,2007-02-24,0.01453394
525,2007-02-24,0.01022328
526,2007-02-24,0.00794137
527,2007-02-24,0.00676483
528,2007-02-24,0.00598014
529,2007-02-24,0.00437301
530,2015-11-21,0.00556064
531,2015-11-21,0.00532373
532,2015-11-21,0.00531891
533,2015-11-21,0.00168024
534,2015-11-21,0.00125169
535,2015-11-21,0.00092317
536,2015-11-21,0.00078614
537,2015-11-21,0.00075987
538,2015-11-21,0.00070206
539,2015-11-21,0.00056346
540,2006-04-15,0.07579756
541,2006-04-15,0.03564201
542,2006-04-15,0.01064918
543,2006-04-15,0.00947022
544,2006-04-15,0.00606076
545,2006-04-15,0.00552879
546,2006-04-15,0.00471071
547,2006-04-15,0.00322057
548,2006-04-15,0.0028238
549,2006-04-15,0.00278851
550,2008-04-23,0.04538937
551,2008-04-23,0.04134085
552,2008-04-23,0.03577358
553,2008-04-23,0.03278043
554,2008-04-23,0.03146115
555,2008-04-23,0.0289151
556,2008-04-23,0.02626656
557,2008-04-23,0.02612846
558,2008-04-23,0.02091731
559,2008-04-23,0.02046365
560,2010-09-30,0.04120716
561,2010-09-30,0.03228905
