obsid, lonstart, lonend, wavenum, wavepower, fap,date,normedpeakwavepower
jcf_9092990951,87,439, [0.20454545454545456 0.6136363636363638 1.022727272727273 1.431818181818182 1.8409090909090913 2.2500000000000004 2.6590909090909096 3.0681818181818183 4.295454545454546 6.340909090909091 6.750000000000001 4.704545454545455 8.795454545454549 10.840909090909093 8.386363636363638 ], [1.1245844329119747 1.1237594627451113 0.7517584862633473 0.7516952042909401 0.7442213470923115 0.7441587761960761 0.7423187529120916 0.7322969116362966 0.7128436949173171 0.7128209155238401 0.7104301688931608 0.6829219194690483 0.6829177893012951 0.673457737917137 0.6734484397441096 ], [1.7703376132153674e-99 1.369837732556743e-96 1.2037199757339366e-90 2.2376334080628274e-81 1.4773792164779871e-68 7.474444870022709e-52 2.0007919326510136e-30 9.877437378888108e-09 1.2654152982309126e-06 2.1106244968788603e-06 2.3246736808505157e-06 4.3560190098313e-06 4.345647235631253e-05 6.97798717511703e-05 0.000324554017838745 ],8-Jun-24,0.13768498
jf_91507,279,476, [0.3654822335025381 1.0964467005076144 1.8274111675126905 2.5583756345177666 3.2893401015228427 4.020304568527919 6.944162436548224 11.329949238578681 10.598984771573605 7.6751269035533 14.984771573604062 6.213197969543148 18.639593908629443 19.37055837563452 12.060913705583758 ], [0.8471236008930573 0.801408458722678 0.6236548050800885 0.6227928015395541 0.6225434000544019 0.6146204286579671 0.6115776974526869 0.6112345735940627 0.5944481464240495 0.5944385155449369 0.5930823992866613 0.5506048792706006 0.5490941175053231 0.5423541371582888 0.5423164928873633 ], [3.589529885369635e-38 2.675216726672845e-37 5.135010810008894e-35 5.0046295197507255e-30 1.4356122707852736e-20 7.274177683950764e-08 8.237597037452508e-06 0.00010151100769812417 0.0003061610018689633 0.0005572940199694257 0.011087767704336737 0.011137095982297736 0.058210939560417084 0.1665957417374317 0.21324629168581927 ],8-Jun-24,0.10371493
jf_91509,276,475, [0.3618090452261306 1.085427135678392 1.809045226130653 2.5326633165829144 3.2562814070351758 6.874371859296482 3.979899497487437 7.597989949748743 6.150753768844221 11.21608040201005 10.492462311557789 14.834170854271356 18.452261306532662 19.175879396984925 14.110552763819095 ], [0.5326242397099763 0.5061231266075963 0.4415950356832947 0.4411253792705004 0.4404743056775599 0.4401367255502961 0.43966108639659063 0.437942708193846 0.431629671492174 0.4316294539737427 0.43091872834371325 0.4130193760018949 0.412863884380729 0.41194855210716314 0.407286561904247 ], [7.5568994138314725e-22 1.0181558882455952e-21 3.411049072445197e-21 1.9224374837719614e-19 1.2701117002466348e-14 5.594987535394072e-07 8.452396647406658e-06 6.876544744608153e-05 0.0006510584919697399 0.0016318694945764952 0.0026212098558190816 0.015683821835534215 0.06736204420585462 0.1909307890425645 0.3278538013538363 ],8-Jun-24,0.065210184
jf_91505991515,484,657, [1.2485549132947977 0.41618497109826597 2.0809248554913298 2.9132947976878616 3.7456647398843934 4.578034682080926 5.410404624277457 12.901734104046245 12.069364161849713 7.907514450867054 8.739884393063585 21.22543352601156 17.063583815028903 20.39306358381503 25.387283236994225 ], [0.9497395557847744 0.9272431281034001 0.8528922761289519 0.8528300094588687 0.8485962881717578 0.8481423453654018 0.8433361150337547 0.842254856271169 0.8406586310280398 0.8406438298229169 0.839706580518221 0.8196326184371798 0.8188875145126878 0.8125829932097451 0.8125455164676408 ], [1.422063550105559e-65 2.550026074712668e-65 9.941712300940848e-65 7.396956768397277e-59 1.309572406207522e-42 1.5141815721303463e-19 0.001803008653860289 0.6087815533139566 0.6100058243055075 0.721650389053045 0.8161201972254288 0.9999996867319988 0.999999934481685 0.9999999949471905 0.9999999977115649 ],8-Jun-24,0.116278394
jcf_9092990951,87,439, [0.20454545454545456 0.6136363636363638 1.022727272727273 1.431818181818182 1.8409090909090913 2.2500000000000004 2.6590909090909096 3.0681818181818183 4.295454545454546 6.340909090909091 6.750000000000001 4.704545454545455 8.795454545454549 10.840909090909093 8.386363636363638 ], [1.1245844329119747 1.1237594627451113 0.7517584862633473 0.7516952042909401 0.7442213470923115 0.7441587761960761 0.7423187529120916 0.7322969116362966 0.7128436949173171 0.7128209155238401 0.7104301688931608 0.6829219194690483 0.6829177893012951 0.673457737917137 0.6734484397441096 ], [1.7703376132153674e-99 1.369837732556743e-96 1.2037199757339366e-90 2.2376334080628274e-81 1.4773792164779871e-68 7.474444870022709e-52 2.0007919326510136e-30 9.877437378888108e-09 1.2654152982309126e-06 2.1106244968788603e-06 2.3246736808505157e-06 4.3560190098313e-06 4.345647235631253e-05 6.97798717511703e-05 0.000324554017838745 ],8-Jun-24,0.13768498
jf_91507,279,476, [0.3654822335025381 1.0964467005076144 1.8274111675126905 2.5583756345177666 3.2893401015228427 4.020304568527919 6.944162436548224 11.329949238578681 10.598984771573605 7.6751269035533 14.984771573604062 6.213197969543148 18.639593908629443 19.37055837563452 12.060913705583758 ], [0.8471236008930573 0.801408458722678 0.6236548050800885 0.6227928015395541 0.6225434000544019 0.6146204286579671 0.6115776974526869 0.6112345735940627 0.5944481464240495 0.5944385155449369 0.5930823992866613 0.5506048792706006 0.5490941175053231 0.5423541371582888 0.5423164928873633 ], [3.589529885369635e-38 2.675216726672845e-37 5.135010810008894e-35 5.0046295197507255e-30 1.4356122707852736e-20 7.274177683950764e-08 8.237597037452508e-06 0.00010151100769812417 0.0003061610018689633 0.0005572940199694257 0.011087767704336737 0.011137095982297736 0.058210939560417084 0.1665957417374317 0.21324629168581927 ],8-Jun-24,0.10371493
jcf_9128591291,290,640, [0.20571428571428568 0.617142857142857 1.0285714285714285 1.4399999999999997 1.8514285714285712 2.262857142857143 2.674285714285714 3.0857142857142854 4.319999999999999 6.788571428571427 6.377142857142856 4.73142857142857 8.434285714285714 8.845714285714285 10.902857142857142 ], [1.0874448386006659 1.082295431105182 0.7372378505198803 0.7371982505221427 0.7298889291643937 0.7271398367358742 0.727058910440296 0.718931211319986 0.6974175987936257 0.6973952248873563 0.6951343747521231 0.6644475764404857 0.6642812145258317 0.6553657065281329 0.6553513966151988 ], [2.3951885646187743e-95 2.3574461936718636e-92 3.082914891380347e-86 7.442165140383246e-77 1.7716200635833317e-64 6.511487941925225e-50 5.671440857987787e-32 9.41278832138698e-12 2.3708192155750852e-05 5.19742256028591e-05 5.276748817427956e-05 0.00011854255692180795 0.0003781842500559224 0.000541858374865546 0.0006856730241127666 ],8-Jun-24,0.13313791
jcf_9092990953,82,438, [0.20224719101123595 0.6067415730337078 1.0112359550561798 1.4157303370786516 1.8202247191011236 2.2247191011235956 2.6292134831460676 6.269662921348314 3.0337078651685396 6.674157303370786 4.651685393258427 4.247191011235955 8.696629213483146 10.719101123595506 8.292134831460674 ], [1.1793913682403407 1.1668968001513644 0.7881809975140258 0.7879785239458408 0.779848712847912 0.7771077646982059 0.7770407986553727 0.7683347269600487 0.7449293461596103 0.7449061984938765 0.7424465701180554 0.706590408540232 0.7060620725382043 0.6964378013344932 0.6964106407614569 ], [1.0530606972110946e-112 8.450503910766415e-109 1.0953958521874686e-100 6.695200833608815e-88 2.9308138016942005e-70 4.1195547736869966e-49 3.8603557978982735e-27 1.3870030868650358e-07 2.335383248897689e-07 3.2449303883427237e-07 1.2015153102456653e-06 1.6029692225698674e-06 1.4071534853525084e-05 0.00010814931100719446 0.00027786317107964393 ],8-Jun-24,0.144395096
jcf_9077790781,393,579, [0.3870967741935484 1.1612903225806452 1.9354838709677418 2.709677419354839 3.4838709677419355 4.258064516129032 8.129032258064516 7.35483870967742 12.0 11.225806451612902 12.774193548387096 23.612903225806452 5.032258064516129 8.903225806451614 27.483870967741936 ], [0.7541002296512493 0.7306913705336356 0.4995689277589952 0.49899912852454337 0.49721608053383304 0.4876338847414599 0.48642270905365265 0.4860834126210877 0.4672284523046749 0.4672157262704477 0.46573913039889986 0.43131031638627926 0.4303530828518445 0.42468627008298054 0.42466542353203685 ], [1.5465560614618773e-24 8.616924687426552e-24 3.8744267720039986e-22 3.506823659404774e-19 3.018267990798353e-14 2.888795630896924e-07 0.00041459433157483503 0.001114161643582737 0.0036626249927346607 0.10051157202011594 0.17278206158397413 0.32760741967043194 0.4230208151145544 0.4313692657785879 0.572940115727418 ],8-Jun-24,0.092325905
jf_91289,84,279, [0.36923076923076925 1.1076923076923078 1.8461538461538463 2.5846153846153848 3.3230769230769233 7.015384615384615 18.83076923076923 7.753846153846154 15.138461538461538 11.446153846153846 10.707692307692307 19.56923076923077 4.061538461538461 6.276923076923077 14.4 ], [0.5172628243664826 0.4912587665895524 0.3644954598158837 0.36414984907712616 0.3636228622667178 0.35777197251829046 0.35342541568261404 0.35340279170006733 0.3426432293320416 0.3426287200065595 0.3417787403772895 0.31392395451111377 0.3131414477086174 0.30934578125381895 0.3093271482254373 ], [3.762847720502027e-16 1.0238887201460546e-15 1.0613552700414715e-14 1.0734945884915716e-12 6.9486532024328906e-09 8.469782600988232e-06 0.00039317371045960583 0.0007964445646195787 0.001180210810355412 0.0012361398166537325 0.002675469149930317 0.0033415079877239305 0.005340964230424206 0.00803688786963963 0.04241317143940582 ],8-Jun-24,0.063329457
jcf00912850091291,282,638, [0.20224719101123595 0.6067415730337078 1.0112359550561798 1.4157303370786516 1.8202247191011236 2.2247191011235956 2.6292134831460676 3.0337078651685396 6.674157303370786 6.269662921348314 4.247191011235955 4.651685393258427 8.696629213483146 10.719101123595506 8.292134831460674 ], [1.2987007426180535 1.297669835207972 0.8503284316205438 0.8502657018175943 0.8488184126905952 0.8487692844903378 0.835558369534471 0.8273549411315412 0.8116209158802569 0.8115951104925945 0.8087518296743612 0.7867056441304603 0.7866069160205765 0.7752894201830638 0.7752752558546467 ], [4.7121025630598315e-135 2.527566798384535e-131 1.7457371020446234e-123 7.979903049222535e-111 1.3646071840976034e-92 1.3844019330244746e-68 5.160465578676265e-40 9.260322485479098e-13 1.3112055121218623e-06 1.3347467838881118e-06 2.604183482376166e-05 5.829969573291861e-05 0.00012163825667138905 0.0003140031867843654 0.000594450804305479 ],8-Jun-24,0.159002366
jc_9128591291,289,640, [0.20512820512820515 0.6153846153846154 1.0256410256410258 1.4358974358974361 1.8461538461538465 2.2564102564102564 2.666666666666667 3.0769230769230766 4.3076923076923075 4.717948717948718 6.3589743589743595 8.41025641025641 8.820512820512821 6.769230769230769 12.923076923076923 ], [1.1138713907467 1.1055392909924016 0.7582992596845136 0.7581684907303843 0.7518562994325089 0.7454688003411633 0.7453199170952587 0.7398282509418692 0.715509528016952 0.7154951816050127 0.7132134163441475 0.6762572054578619 0.6760304631447085 0.6670894252073896 0.6670733435644278 ], [4.936777482781409e-102 1.8485863099903748e-98 4.157748898312926e-91 1.0914087972602634e-79 2.433194232552741e-64 1.5728926207043179e-46 1.2918428279297746e-27 4.791964447108706e-09 5.658788707409369e-06 3.83519722939602e-05 5.923321927162433e-05 8.817507584922886e-05 0.0001497956674850977 0.00021144545101633367 0.0008824098189352625 ],8-Jun-24,0.136373362
jf_91285,295,475, [0.39999999999999997 1.2 2.0 2.8 3.5999999999999996 4.3999999999999995 7.6 8.4 12.4 11.600000000000001 16.4 9.200000000000001 6.8 13.200000000000001 15.600000000000001 ], [0.9379252318096862 0.9110217479473972 0.769981581023375 0.7657798379020158 0.7652473444555217 0.7572931814849531 0.7428160237538345 0.7424705646112606 0.7266025737180267 0.7265933938656732 0.7253515540902814 0.6639955047210281 0.6631150839900027 0.656810633291508 0.6567685129975301 ], [1.2665512431515034e-53 1.4547226860189342e-51 8.043586436166295e-47 3.231659220477813e-38 6.030167079645095e-25 7.400173591147768e-10 0.0006380591788419281 0.0024195677600223147 0.011984780052485457 0.014330635753137169 0.20457693475954444 0.3506831687592665 0.40577133830543316 0.45582520255953507 0.5627402227557494 ],8-Jun-24,0.114831944
jcf00909190090951,86,443, [0.2016806722689076 0.6050420168067228 1.0084033613445378 1.411764705882353 1.8151260504201683 2.2184873949579833 2.6218487394957988 3.025210084033614 4.235294117647059 4.638655462184874 6.655462184873951 6.2521008403361344 8.672268907563025 3.8319327731092443 8.26890756302521 ], [1.0241399231515795 1.0182786000224018 0.6714482055044737 0.671379450216165 0.6658457162291102 0.6583676951336872 0.658270686431806 0.6535695306592019 0.6296058735366697 0.6295904807040111 0.627390608169807 0.5942788059889549 0.594234826457492 0.5856063595489893 0.5855966538440496 ], [5.473230432307237e-81 3.2182903697192084e-78 1.2549471105813145e-72 2.4096637640935645e-64 3.2353292399385676e-54 9.640447976210993e-44 2.1562907779244047e-30 1.1932151113853346e-12 3.594790771831117e-07 1.1577467974148102e-06 6.7217426673994195e-06 1.74272377977487e-05 8.939596735977691e-05 0.00033752189158019793 0.0009676857839879817 ],8-Jun-24,0.125387371
jc_9092990953,82,438, [0.20224719101123595 0.6067415730337078 1.0112359550561798 1.4157303370786516 1.8202247191011236 2.2247191011235956 2.6292134831460676 6.269662921348314 3.0337078651685396 6.674157303370786 4.651685393258427 4.247191011235955 8.696629213483146 10.719101123595506 8.292134831460674 ], [1.1659351197090757 1.153082533117694 0.7804733123369374 0.7802618216590672 0.7725747249654967 0.7689202466321441 0.7688514050620604 0.7609247474865318 0.7372108689082206 0.7371879613266 0.7347642796137848 0.6983750038641974 0.6978358816814525 0.688352947956948 0.6883255535960713 ], [3.2520525472562655e-110 2.178633567401134e-106 1.9510926902936122e-98 6.763780346764877e-86 1.3084765451733567e-68 5.473153145859004e-48 1.1118933401375458e-26 2.2033781254769468e-07 2.2838686028045723e-07 5.288704789912436e-07 1.7740672329382542e-06 2.9930847478556943e-06 2.0163341965602204e-05 0.00014729631782050637 0.00035359003625354957 ],8-Jun-24,0.142747622
jc_9077790781,392,579, [0.3850267379679145 1.1550802139037435 1.9251336898395723 2.6951871657754016 3.4652406417112305 4.235294117647059 8.085561497326204 7.315508021390375 11.93582887700535 11.165775401069519 12.705882352941178 8.855614973262034 23.486631016042782 5.005347593582888 27.336898395721928 ], [0.7695676780038635 0.7461514493066862 0.510882219330273 0.5103227070275805 0.5080681971167468 0.4989933180767867 0.498877649416413 0.49797622920478896 0.47915834957712355 0.47914821944871927 0.4776447560009995 0.44410919972490975 0.442757483197423 0.43706130634462753 0.43702706471257063 ], [1.5006907284113061e-25 8.164042123932363e-25 3.635012223068718e-23 3.702686835890737e-20 5.133461136703815e-15 1.2687035274626988e-07 0.00023866317568148636 0.0007382259218147989 0.005045683650434381 0.13689565820632726 0.19487297755775715 0.3169576005268578 0.3980693610525034 0.40572697504338545 0.6812463365080224 ],8-Jun-24,0.094219613
jf_91287,87,281, [0.3711340206185567 1.1134020618556704 1.8556701030927836 2.5979381443298974 3.3402061855670104 4.082474226804124 18.927835051546392 11.505154639175258 7.051546391752578 10.762886597938145 15.216494845360824 7.7938144329896915 19.670103092783506 14.474226804123713 18.18556701030928 ], [0.7669890458586078 0.7347872796411792 0.509840135569167 0.5091213579822426 0.5061730879408577 0.5005577617157875 0.500539892356317 0.49889626250191155 0.48235309919363295 0.4823296201498645 0.4809017396758908 0.4499637963938593 0.44888708617182066 0.442930882957651 0.44290730016256863 ], [1.9078442581482412e-26 7.657739705579022e-26 2.1845970681031034e-24 1.9504359855216714e-21 7.516420356543212e-16 1.759285475872072e-07 0.0045794009997071885 0.004788013361414716 0.009017558034597572 0.016615013147589498 0.019551272572736554 0.02756987250988856 0.03589683181076418 0.37047196274478095 0.5163477278769713 ],8-Jun-24,0.093903907
jf_91291,281,470, [0.380952380952381 1.142857142857143 1.9047619047619047 2.666666666666667 3.428571428571429 7.238095238095238 8.0 6.476190476190476 4.19047619047619 11.80952380952381 11.047619047619047 8.761904761904761 12.571428571428571 10.285714285714286 15.619047619047619 ], [0.9577642005649315 0.9192778940923292 0.7880948844707816 0.7781727320489953 0.7774694547712492 0.7701275787869342 0.7431309344258775 0.7424662685835728 0.7267825120512335 0.7267801822172989 0.7255149289952996 0.6403328192872039 0.6403216668435535 0.6393782028702113 0.6326897266943067 ], [9.002840210428516e-60 1.7238484991533083e-56 2.440675658098702e-49 1.5490940966113872e-37 1.6002354838430923e-21 2.0338554552320488e-10 6.193293387574355e-07 6.691905838602671e-07 4.855538707329155e-06 0.0002699880624570592 0.00033545803581619133 0.10292356190038021 0.11339558183059614 0.14683961115979394 0.20695910716308 ],8-Jun-24,0.117260867
jcf_9094190951,85,436, [0.20512820512820515 0.6153846153846154 1.0256410256410258 1.4358974358974361 1.8461538461538465 2.2564102564102564 2.666666666666667 3.0769230769230766 6.3589743589743595 6.769230769230769 4.3076923076923075 8.820512820512821 4.717948717948718 8.41025641025641 10.871794871794872 ], [1.091719732070951 1.070942748360465 0.7667463722436909 0.7664516145045691 0.7583782112065853 0.75785462651816 0.7430921149629582 0.741170138338001 0.7384358511746668 0.738427381635128 0.7362721763343797 0.7349427951728438 0.7338526912292882 0.7251671046234432 0.7251393132644939 ], [2.0597055824688506e-99 7.524394333448658e-99 1.9573358920129093e-97 4.0695888516432675e-94 1.8193272607308425e-85 1.2816111581796934e-64 1.1260994797515418e-33 2.5617893530117883e-08 2.2575108112503435e-06 4.895564348491584e-06 8.462045906466025e-05 0.0001878801436062644 0.0004535766212464298 0.0007603073762773498 0.0030214566037669007 ],8-Jun-24,0.133661293
jcf093098,63,423, [0.19999999999999998 0.5999999999999999 1.0 1.4 1.8 2.1999999999999997 2.5999999999999996 4.2 4.6 6.6 7.0 3.8 5.0 6.2 10.6 ], [1.3437847570730974 1.3321046800127303 0.859659851147355 0.8593239622259358 0.8516402730797195 0.8515290897074959 0.8466855608821514 0.8354310221007621 0.8130304467578753 0.813009178221571 0.8100495018107968 0.7764539510234587 0.7760586466364876 0.7646433583470778 0.764641137674168 ], [4.828878486868454e-142 1.487572585139765e-136 1.9274586961892715e-125 1.5583194183249328e-108 7.360267431514959e-86 2.7573298844607562e-58 9.490999548931445e-29 1.7711090860313793e-20 3.451545929988216e-20 2.854693120553172e-12 1.7635263626099365e-08 3.174938696081129e-08 3.445089266006497e-08 1.4679760572804722e-07 8.577247874649056e-06 ],10-Jun-24,0.164522087
jcf087092,67,427, [0.19999999999999998 0.5999999999999999 1.0 1.4 1.8 2.1999999999999997 2.5999999999999996 4.2 4.6 6.6 7.0 3.8 5.0 6.2 10.6 ], [1.3129441561922557 1.2976537540742479 0.8437484413126289 0.843337098571726 0.8334166172719742 0.8333223291232821 0.8323413962629593 0.8203160816456408 0.7960932174973199 0.7960721913526757 0.7932104704685433 0.7563783975056186 0.7558823171939596 0.7448740553830168 0.7448681293022293 ], [4.1074676562990413e-135 9.556421034945111e-130 7.327431368046929e-119 2.5583338396655966e-102 2.7430943054247162e-80 4.893563574650819e-54 1.5358433085935794e-26 4.054626386512606e-21 1.0020881904765004e-20 7.971054860561542e-14 2.0583478348779518e-10 5.059067088508041e-09 1.1042234981540104e-08 2.3270616009498644e-08 4.328219798243972e-05 ],10-Jun-24,0.160746214
jcf081086,75,435, [0.19999999999999998 0.5999999999999999 1.0 1.4 1.8 2.1999999999999997 4.2 4.6 2.5999999999999996 6.6 3.8 6.2 7.0 5.0 10.6 ], [1.0981327376403744 1.0916720269283184 0.70133461921662 0.7011266844171785 0.6954747299070458 0.6847574237129511 0.6845255270137592 0.6814354174030899 0.6533964842410639 0.653383895627189 0.6509833836810875 0.6092260490127341 0.6090497517401819 0.5999902791854969 0.5999875105439847 ], [6.939431068977168e-89 2.1423115654261598e-85 2.501695610677791e-78 1.2394746100219184e-67 1.488938483197872e-53 9.003791102772605e-37 4.694518519472944e-25 5.913522832344871e-20 4.71244344132918e-18 5.0194809040530215e-18 5.732303936267499e-16 1.4027900213258275e-15 5.044502077199399e-10 4.040145614703971e-07 2.122178875982511e-06 ],10-Jun-24,0.13444645
jcf093098,63,423, [0.19999999999999998 0.5999999999999999 1.0 1.4 1.8 2.1999999999999997 2.5999999999999996 4.2 4.6 6.6 7.0 3.8 5.0 6.2 10.6 ], [1.3437847570730974 1.3321046800127303 0.859659851147355 0.8593239622259358 0.8516402730797195 0.8515290897074959 0.8466855608821514 0.8354310221007621 0.8130304467578753 0.813009178221571 0.8100495018107968 0.7764539510234587 0.7760586466364876 0.7646433583470778 0.764641137674168 ], [4.828878486868454e-142 1.487572585139765e-136 1.9274586961892715e-125 1.5583194183249328e-108 7.360267431514959e-86 2.7573298844607562e-58 9.490999548931445e-29 1.7711090860313793e-20 3.451545929988216e-20 2.854693120553172e-12 1.7635263626099365e-08 3.174938696081129e-08 3.445089266006497e-08 1.4679760572804722e-07 8.577247874649056e-06 ],10-Jun-24,0.164522087
jcf087092,67,427, [0.19999999999999998 0.5999999999999999 1.0 1.4 1.8 2.1999999999999997 2.5999999999999996 4.2 4.6 6.6 7.0 3.8 5.0 6.2 10.6 ], [1.3129441561922557 1.2976537540742479 0.8437484413126289 0.843337098571726 0.8334166172719742 0.8333223291232821 0.8323413962629593 0.8203160816456408 0.7960932174973199 0.7960721913526757 0.7932104704685433 0.7563783975056186 0.7558823171939596 0.7448740553830168 0.7448681293022293 ], [4.1074676562990413e-135 9.556421034945111e-130 7.327431368046929e-119 2.5583338396655966e-102 2.7430943054247162e-80 4.893563574650819e-54 1.5358433085935794e-26 4.054626386512606e-21 1.0020881904765004e-20 7.971054860561542e-14 2.0583478348779518e-10 5.059067088508041e-09 1.1042234981540104e-08 2.3270616009498644e-08 4.328219798243972e-05 ],10-Jun-24,0.160746214
jcf081086,75,435, [0.19999999999999998 0.5999999999999999 1.0 1.4 1.8 2.1999999999999997 4.2 4.6 2.5999999999999996 6.6 3.8 6.2 7.0 5.0 10.6 ], [1.0981327376403744 1.0916720269283184 0.70133461921662 0.7011266844171785 0.6954747299070458 0.6847574237129511 0.6845255270137592 0.6814354174030899 0.6533964842410639 0.653383895627189 0.6509833836810875 0.6092260490127341 0.6090497517401819 0.5999902791854969 0.5999875105439847 ], [6.939431068977168e-89 2.1423115654261598e-85 2.501695610677791e-78 1.2394746100219184e-67 1.488938483197872e-53 9.003791102772605e-37 4.694518519472944e-25 5.913522832344871e-20 4.71244344132918e-18 5.0194809040530215e-18 5.732303936267499e-16 1.4027900213258275e-15 5.044502077199399e-10 4.040145614703971e-07 2.122178875982511e-06 ],10-Jun-24,0.13444645
jcf099104,57,419, [0.19889502762430938 0.5966850828729282 0.994475138121547 1.392265193370166 1.7900552486187846 2.187845303867403 4.176795580110498 2.585635359116022 4.574585635359116 6.5635359116022105 3.7790055248618786 6.165745856353592 10.541436464088397 6.961325966850828 10.939226519337018 ], [1.1392432292364665 1.126516918780919 0.7233799604599748 0.7230454672331531 0.7164123781102472 0.7078927925282048 0.7074549905727432 0.7028044197642808 0.6753206554233205 0.675314157290131 0.6728216208582181 0.6307278238908373 0.6301524038940993 0.6208707059931333 0.6208604614278477 ], [6.052902578750104e-95 2.70107237460595e-91 8.218725378396931e-84 3.4960760799337153e-72 2.5728440358274396e-56 3.7026636811213915e-37 3.778118731557561e-22 3.1317362769628445e-17 4.5989507914915567e-17 3.3079742661787245e-14 1.9985630025632068e-13 6.298954890078857e-12 6.017697950252907e-08 3.104775663159671e-07 2.4961140271124486e-05 ],10-Jun-24,0.139479684
jcf103107,168,529, [0.19944598337950137 0.5983379501385041 0.997229916897507 1.3961218836565095 1.7950138504155124 2.193905817174515 2.5927977839335177 4.587257617728532 4.188365650969529 2.9916897506925206 6.581717451523545 4.986149584487533 8.57617728531856 6.9806094182825476 6.182825484764542 ], [1.4927435859204443 1.4891974351591253 0.9508937609799584 0.9508876405288927 0.9480824132987524 0.9479269371944054 0.92814529735073 0.9208479615810801 0.9070027895115019 0.9069748103987437 0.9036052717907475 0.8844123490951236 0.8843980372622362 0.8709912364191181 0.8709779921623527 ], [2.4235229429220338e-201 7.979396479951006e-194 1.65457982521066e-178 3.2511273449461674e-155 3.1995424499140084e-124 8.156016346727996e-87 1.0704276073760322e-46 3.979718604860994e-17 1.959997767353353e-14 1.1276422828264353e-12 1.2235820798590647e-08 2.8449555297910465e-08 2.3973039947521998e-05 3.112578439060729e-05 5.580112524645039e-05 ],10-Jun-24,0.182759396
jcf108113,166,527, [0.19944598337950137 0.5983379501385041 0.997229916897507 1.3961218836565095 1.7950138504155124 2.193905817174515 2.5927977839335177 4.188365650969529 4.587257617728532 6.581717451523545 8.57617728531856 6.182825484764542 4.986149584487533 3.789473684210526 8.975069252077564 ], [1.3428389312203162 1.3362163683842436 0.851523758815141 0.8513100201115885 0.8444510441806448 0.8442960869143079 0.8379646222781766 0.8270035607431733 0.8053712668771797 0.805351263351033 0.8023546230412251 0.7702688609324592 0.7700741264385205 0.7584984515192098 0.7584938868245196 ], [3.7751990696071127e-138 4.598024834145143e-133 1.0257982935905135e-122 7.540444158649855e-107 2.553708941470099e-85 1.378202201494043e-58 3.6475665284787636e-29 7.383608446238266e-20 1.3302941253649736e-19 3.806284916329152e-11 2.6189838373793052e-08 4.391734472438516e-08 5.6488468781307915e-08 8.06039282120796e-08 3.707633786985282e-06 ],10-Jun-24,0.164406288
jcf037042,312,675, [0.19834710743801653 0.5950413223140496 0.9917355371900826 1.3884297520661157 1.7851239669421488 2.181818181818182 2.578512396694215 4.56198347107438 4.1652892561983474 2.9752066115702482 6.545454545454546 4.958677685950414 6.148760330578512 6.942148760330579 8.52892561983471 ], [1.5030105971046415 1.4975274941312828 0.9555860190059343 0.9555673475241285 0.9531537795186165 0.9530989952848493 0.9334326734850272 0.9260102878321221 0.91175720896168 0.9117300506999032 0.9083605853476685 0.8880989592659035 0.88767907850013 0.8743984406821192 0.8743715271596895 ], [1.8658956864953408e-208 3.411885118335966e-200 1.7897451522603382e-183 3.6714952389307296e-158 1.4113056462970098e-124 1.288955507260177e-84 7.920531470793228e-44 1.7299772215455354e-17 1.2740192738533844e-15 4.312941220611136e-11 5.389550321291847e-09 7.070955150290289e-08 2.5503734931002922e-05 3.042644127353466e-05 6.087244601840313e-05 ],11-Jul-24,0.184016405
jcf030036,315,678, [0.19834710743801653 0.5950413223140496 0.9917355371900826 1.3884297520661157 1.7851239669421488 2.181818181818182 2.578512396694215 4.56198347107438 4.1652892561983474 6.545454545454546 4.958677685950414 3.768595041322314 8.52892561983471 2.9752066115702482 6.148760330578512 ], [1.3766639250698112 1.3680480303398164 0.877856223106394 0.8777287656842663 0.8773828086555583 0.8773362973134797 0.8612897443609914 0.853274976377655 0.8379049436429951 0.8378813511322004 0.8348465302516508 0.813031289247021 0.8124539094777082 0.8006035462482401 0.800572558086773 ], [4.4255515625050545e-151 1.084297885449192e-146 1.9030098176844312e-137 2.4260458865084255e-122 8.616818244571902e-100 1.233555160101645e-68 1.8294732276607542e-33 5.702317462662945e-20 9.425237253011644e-20 6.566854387394817e-09 2.378795515707865e-08 1.983804252513688e-07 2.560861174214578e-07 4.890354158686621e-06 9.002664319890015e-06 ],11-Jul-24,0.168547545
jcf037042,312,675, [0.19834710743801653 0.5950413223140496 0.9917355371900826 1.3884297520661157 1.7851239669421488 2.181818181818182 2.578512396694215 4.56198347107438 4.1652892561983474 2.9752066115702482 6.545454545454546 4.958677685950414 6.148760330578512 6.942148760330579 8.52892561983471 ], [1.5030105971046415 1.4975274941312828 0.9555860190059343 0.9555673475241285 0.9531537795186165 0.9530989952848493 0.9334326734850272 0.9260102878321221 0.91175720896168 0.9117300506999032 0.9083605853476685 0.8880989592659035 0.88767907850013 0.8743984406821192 0.8743715271596895 ], [1.8658956864953408e-208 3.411885118335966e-200 1.7897451522603382e-183 3.6714952389307296e-158 1.4113056462970098e-124 1.288955507260177e-84 7.920531470793228e-44 1.7299772215455354e-17 1.2740192738533844e-15 4.312941220611136e-11 5.389550321291847e-09 7.070955150290289e-08 2.5503734931002922e-05 3.042644127353466e-05 6.087244601840313e-05 ],11-Jul-24,0.184016405
